id_lokalId;husnummer;jordstykke;byg021BygningensAnvendelse;byg038SamletBygningsareal;byg039BygningensSamledeBoligAreal;byg040BygningensSamledeErhvervsAreal;eta022Kælderareal;byg026Opførelsesår;byg027OmTilbygningsår;byg056Varmeinstallation;byg057Opvarmningsmiddel;byg058SupplerendeVarme;byg404Koordinat;byg406Koordinatsystem;status;adgangsadressebetegnelse;antAdresser
00059708-20f9-4cdf-993d-9efe6e958b14;2495f716-06f4-42ec-9ef6-5adedffa0e46;100092511;131;127;127;;0;2016;;1;;;POINT(709768.83 6181171.86);5;6;Atlasvænge 41G, 2750 Ballerup;1
001ccaf8-e977-4411-9c83-e243b5854cc7;0a3f507b-7d22-32b8-e044-0003ba298018;1539011;120;157;157;;0;1971;;2;7;;POINT(713052.49 6179196.7);5;6;Askeengen 51, 2740 Skovlunde;1
0021b8fd-25d3-43af-89a0-8976cc904342;0a3f507b-682d-32b8-e044-0003ba298018;1533979;130;108;108;;0;1969;2000;1;;;POINT(710806.81 6182428.16);5;6;Gedens Kvarter 17, 2750 Ballerup;1
002b8bc8-bdae-44c0-90e9-4012ec108d0a;0a3f507b-87e8-32b8-e044-0003ba298018;2506920;160;771;692;79;141;2001;;1;;;POINT(713617.34 6180397.59);5;6;Skovlunde Torv 12, 2740 Skovlunde;9
002fb6f6-39e2-4e3a-896b-bd589abc46e0;0a3f507b-65fd-32b8-e044-0003ba298018;1535579;120;133;133;;0;1979;;7;1;;POINT(711899.94 6183635.42);5;6;Egebjerghuse 14, 2750 Ballerup;1
002feb6f-3fd0-4ddd-bdfa-c2d20f0dfa3d;0a3f507b-9112-32b8-e044-0003ba298018;1538282;120;119;168;;64;1969;;2;7;;POINT(710051.38 6183258.03);5;6;Sneppehøj 2, 2750 Ballerup;1
0039a13c-2a05-4823-bde0-8ff9ac3348ba;e2de1f31-2e69-46a5-b67a-8e17b4b85e7b;1541764;540;12;12;;0;1972;;7;1;;POINT(710278.84 6179249.73);5;6;Kronhjortestien 8, Hestholm, 2750 Ballerup;1
003c1221-0a8e-41e8-98d8-67751761e382;82a85ca5-6b71-4d73-ab0e-9b1f161a358b;1542484;540;42;42;;0;1957;;7;1;;POINT(710181.96 6179883.29);5;6;Anemonevænget 18, Tjørnebjerg, 2750 Ballerup;1
004636b6-7a98-49fb-a249-e3b0a59049f6;0a3f507b-78ec-32b8-e044-0003ba298018;1535408;120;161;161;;0;1971;;2;7;;POINT(712035.95 6182351.6);5;6;Viggo Barfoeds Alle 35, 2750 Ballerup;1
004eb3fc-85c6-4f67-af62-8351788ab16a;0a3f507b-63d2-32b8-e044-0003ba298018;1533979;130;49;49;;0;1969;2000;1;;;POINT(711033.5 6181990.99);5;6;Broens Kvarter 1, 2750 Ballerup;1
00509cb9-9999-47b9-a054-e05de22b098b;0a3f507b-61dd-32b8-e044-0003ba298018;1535592;120;129;129;;60;1968;;2;7;;POINT(711922.33 6181969.01);5;6;Axel Juels Alle 33, 2750 Ballerup;1
005449e4-fc37-4e5e-811b-c1ca3319e3c3;0a3f507b-78e1-32b8-e044-0003ba298018;1535708;120;139;139;;70;1972;;2;7;;POINT(712233.69 6182410.75);5;6;Viggo Barfoeds Alle 24, 2750 Ballerup;1
005fcdb2-a3d7-4b15-b239-fb60d8810968;0a3f507b-6e63-32b8-e044-0003ba298018;1534048;590;265;;265;0;1951;;1;;;POINT(710945.55 6180501.66);5;6;Kornvænget 64, 2750 Ballerup;1
00606457-8678-45dd-af87-8fcf7ad3a8d3;0a3f507b-72d6-32b8-e044-0003ba298018;1743427;140;3545;3535;;0;1997;;1;;;POINT(709986.85 6180728.49);5;6;Platanbuen 3, 2750 Ballerup;48
0061366f-2d4d-4076-b457-04331b15cb98;0a3f507b-6f7b-32b8-e044-0003ba298018;1536865;120;169;169;;47;1965;1976;6;7;;POINT(709903.41 6182025.24);5;6;Lindbjergvej 22B, 2750 Ballerup;1
00621cd7-8522-459d-8267-2e30c5a1212f;0a3f507b-84f8-32b8-e044-0003ba298018;1539303;120;125;202;;126;1961;;5;1;;POINT(713159.17 6180043.32);5;6;Lystoften 1, 2740 Skovlunde;1
00656d9f-a6b0-49ea-a7dc-c91802025bdc;2edda757-91f6-1605-e044-0003ba298018;1536999;540;54;50;;0;1979;1996;5;1;2;POINT(712715.49 6178035.35);5;6;Jættevej 45, 2740 Skovlunde;1
00699b29-866e-4c41-965b-0ad92c72a1a3;9a8cbd96-a225-41ed-835b-27ee76c2e4f4;1541508;540;49;49;;0;1970;;7;1;;POINT(709450.04 6179455.31);5;6;Tranebær Alle 15, Rønhøjgård, 2750 Ballerup;1
00707334-361b-4f80-ba2e-e4874e32668e;0a3f507b-7766-32b8-e044-0003ba298018;1535351;120;74;124;;0;1985;;2;7;;POINT(712064.19 6183659.49);5;6;Tranemosevej 8B, 2750 Ballerup;1
00793588-4939-41cb-9054-d54caea3a3f8;0a3f507b-6bb0-32b8-e044-0003ba298018;1542237;120;162;162;;0;1960;1970;2;7;;POINT(710616.47 6180521.37);5;6;Hyldetoften 15, 2750 Ballerup;1
007c05c4-8dfb-44fa-8efb-f8fcf9451d7f;5202ae24-2757-4824-8049-4156096b689b;1541710;540;40;40;;0;1972;;3;3;;POINT(710744.77 6178998.59);5;6;Kastanietræet 3, Brøndgården, 2750 Ballerup;1
00806b95-2f17-4c27-a3ec-d511bd1aa119;0a3f507b-6a99-32b8-e044-0003ba298018;1542343;322;3359;;3359;0;1968;;1;;;POINT(710945.85 6179934.76);5;6;Hedeparken 9, 2750 Ballerup;2
0084bf17-096b-4ae1-91e9-4f4cd6fed7dd;0a3f507b-653a-32b8-e044-0003ba298018;1541988;120;88;121;;73;1952;1961;2;7;;POINT(710480.2 6180151.78);5;6;Damtoften 18, 2750 Ballerup;1
00876aef-71b6-46ae-8ec1-6aafcd9e9a33;0a3f507b-6526-32b8-e044-0003ba298018;1536241;449;1554;;1554;0;2019;;2;7;;POINT(712667.5 6184196.21);5;6;Damsagervej 9, 3500 Værløse;0
0088d090-ac66-4a43-9087-e9506efa8864;0a3f507b-80f2-32b8-e044-0003ba298018;1540612;120;157;157;;0;1967;;2;7;;POINT(713896.8 6179152.05);5;6;Hjulbyvej 28, 2740 Skovlunde;1
0090b910-f73e-4f4d-aa2e-3dfab58575a9;0a3f507b-7e92-32b8-e044-0003ba298018;1541167;120;213;165;;0;2014;;2;7;;POINT(714200.05 6180589.59);5;6;Byvolden 12, 2740 Skovlunde;1
009679c5-45ed-4c90-9750-26c1f1056164;0a3f507b-91d8-32b8-e044-0003ba298018;1538469;120;148;148;;0;1971;;2;7;;POINT(709639.46 6183384.51);5;6;Søndervej 18B, 2750 Ballerup;1
009fabdf-66ff-4ef9-9ad2-d1b082c5a637;c0dbc554-6a44-4016-bd52-6fcc30995a5f;1542472;540;26;26;;0;1967;;7;1;;POINT(710241.45 6179291.52);5;6;Kronhjortestien 2, Hestholm, 2750 Ballerup;1
00b5c53e-78ce-4d89-ad2d-e03ce7941a7e;0a3f507b-7e4a-32b8-e044-0003ba298018;1540403;120;129;160;;25;1957;1978;2;7;;POINT(713681.28 6179477.6);5;6;Brobyvej 2B, 2740 Skovlunde;1
00b65284-9be9-4353-8046-b542808688a7;0a3f507b-6fa6-32b8-e044-0003ba298018;1537828;217;135;;135;0;1966;;9;;;POINT(709011.15 6182494.28);5;6;Lindbjergvej 89, 2750 Ballerup;0
